last_updated,id_code,name,country,actor_type,isin_id,race_to_zero_member,end_target,end_target_percentage_reduction,end_target_baseline_year,end_target_intensity_unit,end_target_baseline_emissions,end_target_target_emissions,end_target_bau_emissions,end_target_other,end_target_year,end_target_status,status_date,interim_target,interim_target_percentage_reduction,interim_target_baseline_year,interim_target_intensity_unit,interim_target_baseline_emissions,interim_target_target_emissions,interim_target_bau_emissions,interim_target_other,interim_target_year,end_target_text,interim_target_text,target_notes,source_url,gasses_coverage,territorial_emissions,consumption_emissions,international_aviation,international_shipping,scope_1,scope_2,scope_3,historical_emissions,coverage_notes,has_plan,plan_options,reporting_mechanism,equity,accountability,governance_notes,carbon_credit_offsets,carbon_credit_conditions,max_emission_offset,conditions_other,removals_targets,cdr,sinks_and_credits_notes,memberships,gdp_real,annual_revenue,population,industry,sector,employees,market_index,ghg,inventory_year,higher_net_zero
2021-10-18 21:32:30,REG-0037,Hyogo Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2021,Emissions reduction target,33,2013,,,,,,2030,,,,https://www.kankyo.pref.hyogo.lg.jp/application/files/7016/1578/8440/b99e09762bd46d7c8ff9c64976693843.pdf,Carbon dioxide and other GHGs,Yes,No,,,,,,No,,Yes,Measures for all emission scopes that are covered by the target,Less than annual reporting,No,Not Specified,,Not Specified,,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",,Race to Zero,,,,,,,,63220000,2018,No
2021-10-19 09:11:09,REG-0038,Iwate Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2021,Emissions reduction target,32,2013,,,,,,2030,,,,https://www.pref.iwate.jp/kurashikankyou/kankyou/seisaku/1005573.html,Carbon dioxide and other GHGs,Yes,No,,,,,,No,,Yes,Measures for all emission scopes that are covered by the target,Less than annual reporting,No,Not Specified,,No,,,,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",,Race to Zero,,,,,,,,14198000,2017,
2021-10-19 09:24:07,REG-0039,Miyagi Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,Declaration / pledge,2020,Emissions reduction target,31,2013,,,,,,2030,,,2018 action plan document: https://www.pref.miyagi.jp/uploaded/attachment/706395.pdf,https://www.env.go.jp/policy/zerocarbon.html,Carbon dioxide and other GHGs,Yes,Not Specified,,,,,,No,,No,,,No,No,,Not Specified,,,,,,,Race to Zero,,,,,,,,21388000,2016,
2021-10-21 11:57:30,REG-0040,Gunma Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2020,Emissions reduction target,50,2013,,,,,,2030,,,,https://www.pref.gunma.jp/04/cp01_00022.html,Carbon dioxide and other GHGs,Yes,No,,,,,,No,,Yes,,Less than annual reporting,No,No,,Not Specified,,,,No,Not Specified,,Race to Zero,,,,,,,,17174000,2017,No
2022-06-28 11:24:16,REG-0041,Tokyo Metropolitan Government,JPN,Region,,Yes,Net zero,,,,,,,,2050,In policy document,2021,Emissions reduction target,30,2000,,,,,,2030,"Vision for 2050:

Achieve a use of 100% of decarbonised energy by supplying fully decarbonised electricity that has been generated by renewable energy. This also includes standardising local production and consumption of renewable energy and energy sharing","Key targets for 2030:

TMG facilities (Governor’s bureaus/departments) will have 100% of their power generated by renewable energy
Installation of 1.3 GW solar power generation equipment
Increase percentage of renewable power usage to 30%
Reduce energy consumption by 38% compared to 2000
",,https://www.kankyo.metro.tokyo.lg.jp/policy_others/zeroemission_tokyo/strategy_2020update.html,Carbon dioxide and other GHGs,Yes,Not Specified,,,,,,No,"The plan shows a consideration for reducing consumption of resources (energy, food, plastics and other). It is not clear however, if the numbers indicated include consumption levels.",Yes,"Information on the emission reductions expected from these measures within a certain time period|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Less than annual reporting,No,No,,Not Specified,,,,No,Yes (unspecified),A brief mention of possible implementation of nature based solutions include forestation and innovative technologies such as carbon removal ,Race to Zero,,,,,,,,64850000,2017,No
2021-10-21 12:07:19,REG-0042,Nagano Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2021,Emissions reduction target,60,2010,,,,,,2030,,,,https://www.pref.nagano.lg.jp/kankyo/keikaku/zerocarbon/index.html,Carbon dioxide and other GHGs,Yes,No,,,,,,No,,Yes,,No reporting mechanism,No,No,,No,,,,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",,,,,,,,,,14899000,2017,No
2021-10-21 12:17:21,REG-0043,Mie Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2021,Emissions reduction target,30,2013,,,,,,2030,,,,https://www.pref.mie.lg.jp/common/01/ci500015424.htm,Carbon dioxide and other GHGs,Yes,No,,,,,,No,,No,,No reporting mechanism,No,No,,Not Specified,,,,No,Not Specified,,,,,,,,,,26719000,2017,No
2021-10-21 12:27:13,REG-0044,Shiga Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2020,Emissions reduction target,23,2013,,,,,,2030,,,2030 target: -29% when assuming an electricity CO2 factor based on the NDC target electricity mix.,https://www.pref.shiga.lg.jp/ippan/kankyoshizen/ondanka/309038.html,Carbon dioxide only,Yes,No,,,,,,No,,No,,No reporting mechanism,No,No,,Not Specified,,,,No,Not Specified,,Race to Zero,,,,,,,,11280000,2018,No
2021-10-21 12:30:42,REG-0045,Kyoto Prefecture,JPN,Region,,Yes,Net zero,,,,,,,,2050,In policy document,2021,Emissions reduction target,40,2013,,,,,,2030,,,,https://www.pref.kyoto.jp/tikyu/suishinkeikaku.html,Carbon dioxide and other GHGs,Yes,No,,,,,,No,,Yes,,Less than annual reporting,No,No,,Not Specified,,,,No,Not Specified,,Race to Zero,,,,,,,,12398000,2018,No
2021-10-21 12:34:37,REG-0046,Osaka Prefecture,JPN,Region,,No,Zero emissions,,,,,,,,2050,In policy document,2020,Emissions reduction target,40,2013,,,,,,2030,,,,https://www.pref.osaka.lg.jp/chikyukankyo/jigyotoppage/27_3keikaku.html,Carbon dioxide only,Not Specified,Not Specified,,,,,,,,Yes,,Less than annual reporting,No,No,,Not Specified,,,,No,Not Specified,,Race to Zero,,,,,,,,53320000,2017,No
2021-10-21 12:38:24,REG-0047,Tottori Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2020,Emissions reduction target,40,2013,,,,,,2030,,,,https://www.pref.tottori.lg.jp/initiative_plan/,Carbon dioxide only,Yes,No,,,,,,No,,Yes,,Less than annual reporting,No,No,,Not Specified,,,,No,Not Specified,,Race to Zero,,,,,,,,5471200,2019,No
2021-10-21 13:24:52,REG-0048,Okayama Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,Declaration / pledge,2020,Emissions reduction target,17.7,2013,,,,,,2030,,,"Cannot find an official document by the prefecture that clearly mentions the target, except that the Environment Ministry website shows it has one.",https://www.env.go.jp/policy/zerocarbon.html,Not Specified,No,Not Specified,,,,,,,,No,,Annual reporting,No,,,Not Specified,,,,,,,Race to Zero,,,,,,,,45580000,2018,No
2021-10-21 13:35:11,REG-0049,Tokushima Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2020,Emissions reduction target,50,2013,,,,,,2030,,,,https://www.pref.tokushima.lg.jp/ippannokata/kurashi/shizen/5035820,Carbon dioxide and other GHGs,Yes,No,,,,,,No,,Yes,,Less than annual reporting,No,No,,Not Specified,,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",,Race to Zero,,,,,,,,7536000,2017,No
2021-10-21 13:39:56,REG-0050,Ehime Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2020,Emissions reduction target,27,2013,,,,,,2030,,,,https://www.pref.ehime.jp/kankyou/k-hp/theme/ondanka/keikaku.html,Carbon dioxide and other GHGs,Yes,No,,,,,,No,,Yes,,Less than annual reporting,No,No,,Not Specified,,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",,Race to Zero,,,,,,,,20982000,2016,No
2022-05-11 16:34:39,REG-0051,Fukuoka Prefecture,JPN,Region,,No,No target,,,,,,,,,,,Emissions reduction target,26,2013,,,,,,2030,,,https://www.iges.or.jp/en/publication_documents/pub/issue/en/11193/KUC+Issue+Brief_Kyushu+zero+carbon_rev.20210226_en.pdf,https://www.pref.fukuoka.lg.jp/contents/climate-change-action-plan-201703.html,Not Specified,Not Specified,Not Specified,,,,,,No,,No,,Less than annual reporting,No,No,,Not Specified,,,,,,,Race to Zero,,,5070000,,,,,6434000,2018,No
2021-10-21 13:20:21,REG-0052,Saga Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2021,Emissions reduction target,27,2013,,,,,,2030,,,,https://www.pref.saga.lg.jp/kiji00379726/index.html,Not Specified,Not Specified,Not Specified,,,,,,,,No,,Less than annual reporting,No,No,,Not Specified,,,,,,,Race to Zero,,,850000,,,,,5536000,2017,No
2021-10-21 13:46:25,REG-0053,Nagasaki Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2021,Emissions reduction target,31.5,2013,,,,,,2030,,,,https://www.pref.nagasaki.jp/bunrui/kurashi-kankyo/kankyohozen-ondankataisaku/ondanka/ondanka-actionplan-dai2ji/,Carbon dioxide only,Yes,No,,,,,,No,,No,,Less than annual reporting,No,No,,Not Specified,,,,No,Not Specified,,Race to Zero,,,,,,,,9246000,2017,No
2021-10-21 13:57:09,REG-0054,Kumamoto Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,In policy document,2021,Emissions reduction target,50,2013,,,,,,2030,,,,https://www.pref.kumamoto.jp/soshiki/49/103587.html,Carbon dioxide only,Yes,No,,,,,,No,,Yes,Measures for all emission scopes that are covered by the target,Less than annual reporting,No,No,,Not Specified,,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",,Race to Zero,,,,,,,,10390000,2018,No
2021-10-21 11:44:05,REG-0055,Kagoshima Prefecture,JPN,Region,,No,Net zero,,,,,,,,2050,Declaration / pledge,2021,Emissions reduction target,33,2013,,,,,,2030,,,,http://www.pref.kagoshima.jp/kawara/documents/89273_20210802111303-1.pdf,Carbon dioxide and other GHGs,Yes,No,,,,,,No,,No,,,,,,,,,,,,,,,,1710000,,,,,11947000,2018,No
2021-10-24 13:53:36,REG-0056,Federal State of Berlin,DEU,Region,,No,Climate neutral,,,,,,,,2045,In law,2021,Emissions reduction target,70,1990,,,,,,2030,The city of Berlin now aims to become climate-neutral by 2045 at the latest.,"Along the way, CO2emissions are to be reduced by at least 70 percent by 2030 and by at least 90 percent by 2040 compared to 1990.","Previous net zero target required to be climate neutral by 2050 (https://www.berlin.de/sen/uvk/klimaschutz/klimaschutzpolitik-in-berlin/energiewendegesetz/klimaneutral-bis-2050/), but was updated in August 2021 (https://www.berlin.de/sen/uvk/en/climate-protection/climate-neutral-berlin-2045/).",https://gesetze.berlin.de/bsbe/document/jlr-EWendGBErahmen,Not Specified,Not Specified,Not Specified,,,,,,No,,Yes,"Measures for all emission scopes that are covered by the target|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,Not Specified,"Besides climate law itself, the Berlin Energy and Climate Protection Programme 2030 specifies measures to achieve climate targets (https://www.berlin.de/sen/uvk/_assets/klimaschutz/publikationen/bek2030_broschuere_en.pdf). Programme will be updated in 2022.",Not Specified,,,,No,Yes (unspecified),,Race to Zero,87436846350,,,,,,,9808000,2017,
2021-10-25 10:31:44,REG-0057,Rhineland-Palatinate,DEU,Region,,Yes,Climate neutral,,,,,,,,2050,In policy document,2020,Emissions reduction target,40,1990,,,,,,2020,"Rhineland-Palatinate has clearly defined its role as part of the community of solidarity 
in that it was already promoting the decentralised energy revolution as an important 
pillar in climate protection many years ago and passed a state climate protection law 
in 2014, which determined that the greenhouse gas emissions in Rhineland-Palatinate would be reduced by at least 40 percent in comparison with 1990 by the 
year 2020. The aim is to achieve climate neutrality by the year 2050, or at least a 
reduction in the greenhouse gas emissions of 90 percent in comparison with 1990. In 
the realisation of these objectives, particular importance is attached to conservation 
of natural resources, saving energy and the efficient use of energy, and the 
development of renewable energies.",,"
https://mueef.rlp.de/fileadmin/mwkel/Abteilung_5/Klimaschutz/Klimaschutzkonzept/Klimaschutzkonzept_Text_23112015.pdf - full report in German",https://www.theclimategroup.org/sites/default/files/2020-10/Rhineland-Palatinate-Appendix-English.pdf,Carbon dioxide and other GHGs,Not Specified,Not Specified,,,,,,,,Yes,,No reporting mechanism,No,,,Not Specified,,,,,,,Race to Zero,20098879799,,4100000,,,,,32050001,2017,Yes
2021-10-24 17:16:08,REG-0058,North Rhine-Westphalia,DEU,Region,,Yes,GHG neutral(ity),,,,,,,,2045,In law,2021,Emissions reduction target,65,1990,,,,,,2030,,,,https://www.klimaschutz.nrw.de/instrumente/klimaschutzgesetz,Not Specified,Yes,No,,,,,,No,,No,,Less than annual reporting,No,No,,Not Specified,,,,,,,,228916000000,,17947221,,,,,261158281,2018,Yes
2021-10-17 20:01:55,REG-0059,Jeju,KOR,Region,,No,Other,,,,,,,carbon free,2030,In policy document,2020,Emissions reduction target,33.9,2017,,,,,,2030,All energy is produced by a resource that generates no carbon emissions,,https://www.sustainablesids.org/wp-content/uploads/2019/01/COE-Case-Study-in-Sustainable-Energy-The-Path-to-a-Carbon-free-Island-Jeju-Republic-of-Korea-2019.pdf,https://www.investkorea.org/jj-en/bbs/i-1536/detail.do?ntt_sn=2,Not Specified,No,Not Specified,,,,,,No,,Yes,,Less than annual reporting,No,Not Specified,,Not Specified,,,,No,Not Specified,,,,,,,,,,,,
2022-03-17 15:30:50,REG-0060,Western Cape,ZAF,Region,,Yes,Net zero,,,,,,,,2050,In policy document,2020,Other,,,,,,,"zero organic waste to landfill
25% of new vehicle sales to be zero emissions
vehicles
freight moved by rail
no new internal combustion engine public
transport vehicles
50% reduction in methane emissions
no new light-duty internal combustion engine
vehicles for public fleets
cape town and 4 other municipalities with
microgrid accommodation capacity
all new government buildings to be net zero
carbon offset scheme established
all wastewater treatment works properly
maintained and optimally functional
30% of land and sea areas, especially areas
of particular importance for biodiversity and
its contributions to people, are conserved
loss of endangered habitats stopped
50% reduction in poverty
no hungry households
improved representation of women in climate change decision making by 20%, with
the ultimate goal being equal representation
sector strategies for health, transport, agriculture & economic development
systems in place to determine gendered climate impacts
60% of agricultural land farmed with
conservation or regenerative agricultural
techniques",2020,"As part of this, in April 2017 the WCG signed the Subnational Global
Climate Leadership MOU ‘Under2MOU’, a commitment to contribute to reducing global GHG
emissions to net-zero by 2050.",,https://www.westerncape.gov.za/eadp/files/atoms/files/Biennial%20Climate%20Change%20ME%20Report%202020_final.docx.pdf,https://www.westerncape.gov.za/eadp/files/atoms/files/WCCCRS%202050%20Draft%20-%20Nov%202021.pdf,Carbon dioxide and other GHGs,Not Specified,No,,,,,,No,"Three energy consumption and related carbon dioxide emissions databases have been
completed for the Western Cape Province to allow us to have a better understanding of where
our energy-related emissions come from and where actions should be prioritised. Total
emissions from the energy sector were estimated at around 6 tonnes CO2eq per capita in
2015/16, compared to the national value of 7.7 tonnes CO2eq, and an estimated 7.2 tonnes
CO2eq per capita for Gauteng. Note that these figures are only for the energy sector emissions",Yes,"Measures for all emission scopes that are covered by the target|Information on the emission reductions expected from these measures within a certain time period|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Schedule for regular review of measures",Annual reporting,Yes,Yes,"""In responding to the unfolding climate emergency, the Western Cape contributes to
a prosperous, equitable, and inclusive South African society enabled through a just
transition to a low-carbon and climate resilient economy, which is achieved by
protecting and investing in our natural capital and rapidly accelerating the green
growth trajectory by 2030. The aspiration is to be a net zero emissions province by
2050, resulting in a resilient economy and society that will thrive despite the shocks
and stresses posed by climate change.""

accountability- ""this November 2021 version is a draft which will be shared with the public so
it can be further crafted and co-developed to be responsive to regional, local and
personal needs. Our hope is that collaborative refinement will instil a greater sense of
accountability and buy-in, leading to rapid implementation through shifts in decision
making by government departments and its private sector partners. Some of the
actions and targets identified in the document will be specific to Western Cape
Government departments, but others will require external implementation support.""

the governance actions or responses that will be taken as a result of the document also include an accountability platform to government and a climate assembly.

https://www.westerncape.gov.za/eadp/files/atoms/files/WCCCRS%202050%20Draft%20-%20Nov%202021.pdf
",Not Specified,,,,No,Not Specified,"has future plans to include nature based solutions but arent currently in operation; ""The Ecological Infrastructure Investment
Framework compiled by the Western Cape Government 29 makes it clear that
ecological resources are key to successful climate change adaptation, and the future
of nature-based industries such as agriculture",,35176411801,,7005740,,,,,,,
